Order ID,Customer ID,Product Name,Category,Quantity,Unit Price,Total Amount,Order Date,Payment Mode,Delivery Status,City/Region
ORD00234,CUST0075,Face Wash,Beauty,4,1549.0,6196.0,2025-03-08,Net Banking,Delivered,Latur
ORD00235,CUST0030,Bedsheet,Home & Kitchen,2,2559.0,5118.0,2025-09-02,Credit Card,Processing,Aurangabad
ORD00236,CUST0077,Jacket,Fashion,5,3458.0,17290.0,2025-10-12,Debit Card,Cancelled,Nagpur
ORD00237,CUST0109,USB Cable,Electronics,4,3640.0,14560.0,2025-02-11,Debit Card,Delivered,Aurangabad
ORD00238,CUST0280,Perfume,Beauty,4,1672.0,6688.0,2025-04-02,Net Banking,Delivered,Mumbai
ORD00239,CUST0152,Water Bottle,Home & Kitchen,3,3420.0,10260.0,2025-09-06,Credit Card,Delivered,Hyderabad
ORD00240,CUST0091,Dumbbells,Sports,5,4030.0,20150.0,2025-03-05,Credit Card,Delivered,Latur
ORD00241,CUST0020,Dumbbells,Sports,5,1276.0,6380.0,2025-07-03,UPI,Processing,Latur
ORD00242,CUST0203,Bluetooth Speaker,Electronics,3,5261.0,15783.0,2025-08-04,UPI,Delivered,Pune
ORD00243,CUST0163,Storage Box,Home & Kitchen,3,2220.0,6660.0,2025-09-17,UPI,Delivered,Pune
ORD00244,CUST0287,Wireless Headphones,Electronics,1,4435.0,4435.0,2025-07-08,Credit Card,Delivered,Latur
ORD00245,CUST0194,Bedsheet,Home & Kitchen,2,4471.0,8942.0,2025-07-23,UPI,Delivered,Bengaluru
ORD00246,CUST0065,Bluetooth Speaker,Electronics,3,2811.0,8433.0,2025-03-08,Cash on Delivery,Shipped,Pune
ORD00247,CUST0194,Running Shoes,Sports,5,4047.0,20235.0,2025-02-04,UPI,Shipped,Nagpur
ORD00248,CUST0083,Bedsheet,Home & Kitchen,3,4294.0,12882.0,2025-03-02,Debit Card,Processing,Mumbai
ORD00249,CUST0295,Smart Watch,Electronics,2,7855.0,15710.0,2025-10-17,Debit Card,Shipped,Bengaluru
ORD00250,CUST0281,Storage Box,Home & Kitchen,5,686.0,3430.0,2025-11-09,UPI,Delivered,Chennai
ORD00251,CUST0022,Jacket,Fashion,4,459.0,1836.0,2025-12-01,Cash on Delivery,Delivered,Hyderabad
ORD00252,CUST0154,Jacket,Fashion,2,653.0,1306.0,2025-12-15,Credit Card,Delivered,Latur
ORD00253,CUST0121,Smart Watch,Electronics,1,2937.0,2937.0,2025-05-19,UPI,Delivered,Delhi
ORD00254,CUST0198,Mixer Grinder,Home & Kitchen,4,1068.0,4272.0,2025-06-26,Cash on Delivery,Delivered,Pune
ORD00255,CUST0235,Jeans,Fashion,5,2310.0,11550.0,2025-08-01,Net Banking,Delivered,Bengaluru
ORD00256,CUST0211,Shampoo,Beauty,1,1779.0,1779.0,2025-12-06,Cash on Delivery,Cancelled,Pune
ORD00257,CUST0210,Dumbbells,Sports,1,1191.0,1191.0,2025-01-13,Net Banking,Shipped,Mumbai
ORD00258,CUST0173,Wireless Headphones,Electronics,3,4393.0,13179.0,2025-04-19,Net Banking,Delivered,Bengaluru
ORD00259,CUST0021,Moisturizer,Beauty,3,689.0,2067.0,2025-03-06,Cash on Delivery,Delivered,Delhi
ORD00260,CUST0102,Smart Watch,Electronics,5,5663.0,28315.0,2025-06-14,Credit Card,Delivered,Nagpur
ORD00261,CUST0024,Sneakers,Fashion,1,2458.0,2458.0,2025-07-01,Net Banking,Delivered,Unknown
ORD00262,CUST0283,Jacket,Fashion,2,418.0,836.0,2025-07-05,Net Banking,Delivered,Delhi
ORD00263,CUST0135,Handbag,Fashion,5,332.0,1660.0,2025-02-12,Cash on Delivery,Processing,Delhi
ORD00264,CUST0195,Cookware Set,Home & Kitchen,1,3366.0,3366.0,2025-04-14,Net Banking,Delivered,Mumbai
ORD00265,CUST0133,Jacket,Fashion,5,1447.0,7235.0,2025-04-29,Cash on Delivery,Delivered,Latur
ORD00266,CUST0068,Wireless Headphones,Electronics,3,5709.0,17127.0,2025-06-30,Cash on Delivery,Delivered,Pune
ORD00267,CUST0241,Power Bank,Electronics,4,2092.0,8368.0,2025-10-09,Credit Card,Delivered,Nagpur
ORD00268,CUST0122,Bluetooth Speaker,Electronics,1,3493.0,3493.0,2025-03-02,Net Banking,Cancelled,Latur
ORD00269,CUST0235,Jeans,Fashion,5,2057.0,10285.0,2025-01-08,Cash on Delivery,Processing,Mumbai
ORD00270,CUST0184,Water Bottle,Home & Kitchen,4,4925.0,19700.0,2025-02-17,Debit Card,Cancelled,Delhi
ORD00271,CUST0260,Shampoo,Beauty,5,1035.0,5175.0,2025-06-03,Cash on Delivery,Shipped,Mumbai
ORD00272,CUST0008,Bluetooth Speaker,Electronics,3,744.0,2232.0,2025-05-21,Cash on Delivery,Delivered,Pune
ORD00273,CUST0036,Cookware Set,Home & Kitchen,3,335.0,1005.0,2025-03-15,Net Banking,Delivered,Chennai
ORD00274,CUST0155,Storage Box,Home & Kitchen,2,2619.0,5238.0,2025-04-11,UPI,Delivered,Chennai
ORD00275,CUST0241,Face Wash,Beauty,3,750.0,2250.0,2025-11-23,Debit Card,Delivered,Aurangabad
ORD00276,CUST0181,Bedsheet,Home & Kitchen,1,4619.0,4619.0,2025-12-15,Debit Card,Delivered,Pune
ORD00277,CUST0041,T-Shirt,Fashion,2,2200.0,4400.0,2025-07-22,UPI,Delivered,Pune
ORD00278,CUST0099,Smart Watch,Electronics,5,2460.0,12300.0,2025-05-29,Cash on Delivery,Shipped,Nashik
ORD00279,CUST0084,Dumbbells,Sports,2,3138.0,6276.0,2025-12-28,Credit Card,Delivered,Bengaluru
ORD00280,CUST0283,Bluetooth Speaker,Electronics,4,4065.0,16260.0,2025-10-07,Net Banking,Shipped,Bengaluru
ORD00281,CUST0254,Jacket,Fashion,3,2780.0,8340.0,2025-03-10,Net Banking,Shipped,Delhi
ORD00282,CUST0085,Yoga Mat,Sports,4,3027.0,12108.0,2025-04-13,Net Banking,Delivered,Nashik
ORD00283,CUST0030,Lipstick,Beauty,4,2138.0,8552.0,2025-11-10,Net Banking,Delivered,Nashik
ORD00284,CUST0241,Bluetooth Speaker,Electronics,4,4122.0,16488.0,2025-05-29,Debit Card,Delivered,Chennai
ORD00285,CUST0214,Sneakers,Fashion,2,553.0,1106.0,2025-01-10,UPI,Delivered,Nagpur
ORD00286,CUST0292,Bluetooth Speaker,Electronics,5,3416.0,17080.0,2025-02-20,UPI,Processing,Bengaluru
ORD00287,CUST0081,Sneakers,Fashion,1,706.0,706.0,2025-05-06,Credit Card,Shipped,Delhi
ORD00288,CUST0109,Dumbbells,Sports,4,1399.0,5596.0,2025-06-24,UPI,Delivered,Chennai
ORD00289,CUST0289,Lipstick,Beauty,2,2057.0,4114.0,2025-03-19,Credit Card,Delivered,Nagpur
ORD00290,CUST0283,Storage Box,Home & Kitchen,3,1242.0,3726.0,2025-07-12,Net Banking,Cancelled,Nashik
ORD00291,CUST0002,Water Bottle,Home & Kitchen,3,3981.0,11943.0,2025-05-31,Debit Card,Delivered,Bengaluru
ORD00292,CUST0126,Mixer Grinder,Home & Kitchen,3,4845.0,14535.0,2025-01-12,Net Banking,Delivered,Pune
ORD00293,CUST0214,USB Cable,Electronics,1,6543.0,6543.0,2025-01-19,Net Banking,Delivered,Hyderabad
ORD00294,CUST0248,Unknown Product,Beauty,5,1699.0,8495.0,2025-05-08,Cash on Delivery,Delivered,Mumbai
ORD00295,CUST0006,T-Shirt,Fashion,1,2565.0,2565.0,2025-01-17,Credit Card,Delivered,Delhi
ORD00296,CUST0266,Cricket Bat,Sports,2,3575.0,7150.0,2025-03-12,Credit Card,Delivered,Mumbai
ORD00297,CUST0108,Moisturizer,Beauty,2,1668.0,3336.0,2025-05-28,Debit Card,Delivered,Mumbai
ORD00298,CUST0048,Cricket Bat,Sports,3,4876.0,14628.0,2025-12-18,UPI,Delivered,Mumbai
ORD00299,CUST0248,Dumbbells,Sports,1,3294.0,3294.0,2025-02-17,Cash on Delivery,Delivered,Delhi
ORD00300,CUST0164,Dumbbells,Sports,1,1116.0,1116.0,2025-05-17,Debit Card,Cancelled,Nagpur
ORD00301,CUST0283,USB Cable,Electronics,2,7571.0,15142.0,2025-11-26,Credit Card,Delivered,Aurangabad
ORD00302,CUST0043,Power Bank,Electronics,4,4176.0,16704.0,2025-09-30,UPI,Delivered,Mumbai
ORD00303,CUST0299,Perfume,Beauty,1,1653.0,1653.0,2025-03-10,Credit Card,Delivered,Mumbai
ORD00304,CUST0038,Mixer Grinder,Home & Kitchen,1,4683.0,4683.0,2025-05-18,Debit Card,Delivered,Bengaluru
ORD00305,CUST0073,Mixer Grinder,Home & Kitchen,1,852.0,852.0,2025-07-28,Net Banking,Delivered,Delhi
ORD00306,CUST0187,Power Bank,Electronics,4,3412.0,13648.0,2025-02-25,Net Banking,Delivered,Chennai
ORD00307,CUST0018,Bedsheet,Home & Kitchen,4,929.0,3716.0,2025-04-02,Credit Card,Delivered,Chennai
ORD00308,CUST0207,USB Cable,Electronics,4,7881.0,31524.0,2025-11-20,UPI,Shipped,Latur
ORD00309,CUST0202,T-Shirt,Fashion,1,3409.0,3409.0,2025-05-13,Cash on Delivery,Delivered,Hyderabad
ORD00310,CUST0283,Storage Box,Home & Kitchen,4,4414.0,17656.0,2025-05-20,Credit Card,Delivered,Aurangabad
ORD00311,CUST0036,Cricket Bat,Sports,4,2891.0,11564.0,2025-02-24,Credit Card,Delivered,Chennai
ORD00312,CUST0150,Wireless Headphones,Electronics,5,7472.0,37360.0,2025-02-08,UPI,Processing,Chennai
ORD00313,CUST0087,Power Bank,Electronics,3,7057.0,21171.0,2025-06-14,Net Banking,Shipped,Nagpur
ORD00314,CUST0126,Yoga Mat,Sports,5,4684.0,23420.0,2025-07-28,Debit Card,Shipped,Nashik
ORD00315,CUST0206,Jeans,Fashion,4,3279.0,13116.0,2025-01-11,Debit Card,Delivered,Bengaluru
ORD00316,CUST0175,Storage Box,Home & Kitchen,1,3802.0,3802.0,2025-11-26,Credit Card,Delivered,Mumbai
ORD00317,CUST0205,Sneakers,Fashion,5,2220.0,11100.0,2025-08-27,UPI,Delivered,Hyderabad
ORD00318,CUST0193,T-Shirt,Fashion,5,604.0,3020.0,2025-04-13,UPI,Delivered,Delhi
ORD00319,CUST0144,Storage Box,Home & Kitchen,3,3950.0,11850.0,2025-10-09,UPI,Shipped,Delhi
ORD00320,CUST0233,USB Cable,Electronics,1,2121.0,2121.0,2025-04-28,Net Banking,Delivered,Mumbai
ORD00321,CUST0048,USB Cable,Electronics,3,4734.0,14202.0,2025-05-26,Credit Card,Delivered,Latur
ORD00322,CUST0045,Face Wash,Beauty,4,834.0,3336.0,2025-11-18,Cash on Delivery,Cancelled,Chennai
ORD00323,CUST0062,Football,Sports,3,4435.0,13305.0,2025-02-28,Cash on Delivery,Delivered,Nagpur
ORD00324,CUST0207,Mixer Grinder,Home & Kitchen,3,1335.0,4005.0,2025-05-04,UPI,Delivered,Delhi
ORD00325,CUST0211,Jeans,Fashion,5,2153.0,10765.0,2025-07-28,Cash on Delivery,Shipped,Hyderabad
ORD00326,CUST0064,Face Wash,Beauty,4,1140.0,4560.0,2025-10-04,Credit Card,Processing,Aurangabad
ORD00327,CUST0222,Cricket Bat,Sports,4,1254.0,5016.0,2025-04-04,Cash on Delivery,Shipped,Pune
ORD00328,CUST0294,Jeans,Fashion,2,670.0,1340.0,2025-03-03,UPI,Delivered,Latur
ORD00329,CUST0074,Storage Box,Home & Kitchen,1,4501.0,4501.0,2025-10-05,Net Banking,Shipped,Nagpur
ORD00330,CUST0063,Moisturizer,Beauty,5,541.0,2705.0,2025-06-14,Net Banking,Processing,Nashik
ORD00331,CUST0232,Dumbbells,Sports,2,665.0,1330.0,2025-07-06,Net Banking,Delivered,Latur
ORD00332,CUST0276,Jeans,Fashion,3,1192.0,3576.0,2025-01-27,Cash on Delivery,Delivered,Chennai
ORD00333,CUST0187,Storage Box,Home & Kitchen,3,3976.0,11928.0,2025-10-18,Net Banking,Shipped,Aurangabad
ORD00334,CUST0208,Mixer Grinder,Home & Kitchen,1,4089.0,4089.0,2025-01-03,Net Banking,Processing,Chennai
ORD00335,CUST0061,Cookware Set,Home & Kitchen,4,4728.0,18912.0,2025-03-15,Debit Card,Delivered,Nashik
ORD00336,CUST0246,Mixer Grinder,Home & Kitchen,4,5246.0,20984.0,2025-02-19,UPI,Delivered,Latur
ORD00337,CUST0133,Bluetooth Speaker,Electronics,3,6832.0,20496.0,2025-10-04,UPI,Delivered,Delhi
ORD00338,CUST0242,Smart Watch,Electronics,3,5428.0,16284.0,2025-08-02,UPI,Shipped,Mumbai
ORD00339,CUST0020,Moisturizer,Beauty,1,356.0,356.0,2025-04-28,Debit Card,Delivered,Chennai
ORD00340,CUST0075,Running Shoes,Sports,2,4175.0,8350.0,2025-01-26,Cash on Delivery,Delivered,Latur
ORD00341,CUST0235,Perfume,Beauty,2,777.0,1554.0,2025-11-14,Net Banking,Cancelled,Bengaluru
ORD00342,CUST0223,Storage Box,Home & Kitchen,1,2509.0,2509.0,2025-08-27,UPI,Delivered,Aurangabad
ORD00343,CUST0098,Lipstick,Beauty,5,1074.0,5370.0,2025-01-11,Credit Card,Delivered,Chennai
ORD00344,CUST0126,Sneakers,Fashion,4,3075.0,12300.0,2025-10-20,UPI,Cancelled,Bengaluru
ORD00345,CUST0049,Shampoo,Beauty,5,799.0,3995.0,2025-01-28,Cash on Delivery,Delivered,Nagpur
ORD00346,CUST0130,Cricket Bat,Sports,4,4266.0,17064.0,2025-10-05,Debit Card,Delivered,Aurangabad
ORD00347,CUST0247,Sneakers,Fashion,4,2151.0,8604.0,2025-03-06,Credit Card,Shipped,Chennai
ORD00348,CUST0271,Cricket Bat,Sports,1,3742.0,3742.0,2025-04-16,Net Banking,Cancelled,Delhi
ORD00349,CUST0038,Moisturizer,Beauty,3,1893.0,5679.0,2025-11-28,Debit Card,Delivered,Delhi
ORD00350,CUST0229,Mixer Grinder,Home & Kitchen,4,3127.0,12508.0,2025-12-03,Debit Card,Shipped,Chennai
ORD00351,CUST0222,Lipstick,Beauty,1,1595.0,1595.0,2025-02-22,Debit Card,Delivered,Latur
ORD00352,CUST0177,Handbag,Fashion,1,1529.0,1529.0,2025-03-17,Debit Card,Processing,Aurangabad
ORD00353,CUST0045,Face Wash,Beauty,1,1769.0,1769.0,2025-01-13,Credit Card,Shipped,Nagpur
ORD00354,CUST0058,Perfume,Beauty,1,1060.0,1060.0,2025-09-30,Credit Card,Cancelled,Hyderabad
ORD00355,CUST0002,Mixer Grinder,Home & Kitchen,3,405.0,1215.0,2025-09-29,Credit Card,Delivered,Hyderabad
ORD00356,CUST0116,Cricket Bat,Sports,5,1947.0,9735.0,2025-02-24,UPI,Delivered,Aurangabad
ORD00357,CUST0227,Face Wash,Beauty,1,1540.0,1540.0,2025-02-13,Debit Card,Delivered,Delhi
ORD00358,CUST0268,Face Wash,Beauty,5,221.0,1105.0,2025-07-09,UPI,Delivered,Chennai
ORD00359,CUST0056,Bedsheet,Home & Kitchen,3,1754.0,5262.0,2025-12-07,Credit Card,Delivered,Nashik
ORD00360,CUST0156,Wireless Headphones,Electronics,3,5990.0,17970.0,2025-04-14,Debit Card,Delivered,Nashik
ORD00361,CUST0288,Moisturizer,Beauty,5,2255.0,11275.0,2025-02-27,UPI,Delivered,Hyderabad
ORD00362,CUST0296,Shampoo,Beauty,2,1046.0,2092.0,2025-07-29,UPI,Processing,Bengaluru
ORD00363,CUST0237,Jacket,Fashion,4,436.0,1744.0,2025-05-22,UPI,Processing,Nashik
ORD00364,CUST0283,Jeans,Fashion,1,1215.0,1215.0,2025-07-14,UPI,Delivered,Delhi
ORD00365,CUST0087,Dumbbells,Sports,2,4535.0,9070.0,2025-05-12,UPI,Delivered,Mumbai
ORD00366,CUST0253,Mixer Grinder,Home & Kitchen,5,5802.0,29010.0,2025-10-21,Credit Card,Delivered,Nagpur
ORD00367,CUST0018,USB Cable,Electronics,1,3437.0,3437.0,2025-04-01,Net Banking,Shipped,Latur
ORD00368,CUST0005,Mixer Grinder,Home & Kitchen,2,4033.0,8066.0,2025-07-11,Credit Card,Delivered,Hyderabad
ORD00369,CUST0030,Football,Sports,5,659.0,3295.0,2025-07-07,Debit Card,Delivered,Hyderabad
ORD00370,CUST0103,Handbag,Fashion,3,2282.0,6846.0,2025-04-04,Credit Card,Delivered,Mumbai
ORD00371,CUST0249,Face Wash,Beauty,4,701.0,2804.0,2025-04-21,Credit Card,Delivered,Aurangabad
ORD00372,CUST0141,Bluetooth Speaker,Electronics,5,5827.0,29135.0,2025-03-31,UPI,Shipped,Latur
ORD00373,CUST0060,Storage Box,Home & Kitchen,5,2712.0,13560.0,2025-06-12,Net Banking,Processing,Pune
ORD00374,CUST0242,Smart Watch,Electronics,2,3576.0,7152.0,2025-02-28,Credit Card,Delivered,Delhi
ORD00375,CUST0163,Dumbbells,Sports,3,2239.0,6717.0,2025-04-10,Credit Card,Shipped,Bengaluru
ORD00376,CUST0164,Running Shoes,Sports,1,2702.0,2702.0,2025-10-15,Net Banking,Delivered,Aurangabad
ORD00377,CUST0237,Shampoo,Beauty,4,578.0,2312.0,2025-12-18,Credit Card,Delivered,Latur
ORD00378,CUST0125,Cookware Set,Home & Kitchen,5,3825.0,19125.0,2025-04-13,UPI,Delivered,Chennai
ORD00379,CUST0122,Jeans,Fashion,5,722.0,3610.0,2025-12-16,Net Banking,Delivered,Nagpur
ORD00380,CUST0212,Cricket Bat,Sports,2,2064.0,4128.0,2025-07-21,Debit Card,Delivered,Chennai
ORD00381,CUST0214,Bedsheet,Home & Kitchen,1,5304.0,5304.0,2025-10-24,Debit Card,Cancelled,Nagpur
ORD00382,CUST0225,Storage Box,Home & Kitchen,3,5762.0,17286.0,2025-09-27,Credit Card,Delivered,Delhi
ORD00383,CUST0237,Smart Watch,Electronics,3,624.0,1872.0,2025-10-08,UPI,Shipped,Chennai
ORD00384,CUST0266,Smart Watch,Electronics,1,1548.0,1548.0,2025-08-14,Debit Card,Delivered,Aurangabad
ORD00385,CUST0272,Running Shoes,Sports,1,1277.0,1277.0,2025-02-23,UPI,Delivered,Nashik
ORD00386,CUST0298,Football,Sports,2,4886.0,9772.0,2025-08-27,Cash on Delivery,Delivered,Nagpur
ORD00387,CUST0012,Jeans,Fashion,3,890.0,2670.0,2025-03-04,Net Banking,Shipped,Pune
ORD00388,CUST0118,Yoga Mat,Sports,4,3151.0,12604.0,2025-10-11,Net Banking,Delivered,Aurangabad
ORD00389,CUST0275,Handbag,Fashion,4,1704.0,6816.0,2025-08-16,Net Banking,Delivered,Aurangabad
ORD00390,CUST0272,Water Bottle,Home & Kitchen,5,5183.0,25915.0,2025-08-12,Credit Card,Delivered,Nagpur
ORD00391,CUST0231,Football,Sports,2,2881.0,5762.0,2025-06-29,Debit Card,Delivered,Latur
ORD00392,CUST0126,Face Wash,Beauty,4,2023.0,8092.0,2025-12-09,Debit Card,Delivered,Chennai
ORD00393,CUST0147,Perfume,Beauty,4,1780.0,7120.0,2025-03-09,Credit Card,Shipped,Nashik
ORD00394,CUST0187,USB Cable,Electronics,5,2962.0,14810.0,2025-11-18,Cash on Delivery,Delivered,Mumbai
ORD00395,CUST0004,Face Wash,Beauty,5,1056.0,5280.0,2025-12-07,Credit Card,Delivered,Pune
ORD00396,CUST0296,Bluetooth Speaker,Electronics,4,7635.0,30540.0,2025-01-19,Credit Card,Delivered,Nashik
ORD00397,CUST0166,Shampoo,Beauty,2,805.0,1610.0,2025-03-25,Cash on Delivery,Shipped,Chennai
ORD00398,CUST0246,Moisturizer,Beauty,1,1547.0,1547.0,2025-10-30,Net Banking,Delivered,Nagpur
ORD00399,CUST0012,Sneakers,Fashion,3,635.0,1905.0,2025-11-18,UPI,Delivered,Delhi
ORD00400,CUST0164,T-Shirt,Fashion,2,1087.0,2174.0,2025-05-04,Debit Card,Delivered,Delhi
ORD00401,CUST0146,Handbag,Fashion,4,2472.0,9888.0,2025-04-20,Credit Card,Processing,Latur
ORD00402,CUST0096,Perfume,Beauty,4,1529.0,6116.0,2025-08-05,UPI,Shipped,Nagpur
ORD00403,CUST0198,Sneakers,Fashion,5,1723.0,8615.0,2025-07-25,Cash on Delivery,Delivered,Hyderabad
ORD00404,CUST0104,Dumbbells,Sports,1,2456.0,2456.0,2025-10-10,Debit Card,Delivered,Pune
ORD00405,CUST0251,Football,Sports,1,4354.0,4354.0,2025-10-15,Cash on Delivery,Delivered,Delhi
ORD00406,CUST0212,Yoga Mat,Sports,2,1570.0,3140.0,2025-05-09,Cash on Delivery,Delivered,Hyderabad
ORD00407,CUST0058,Storage Box,Home & Kitchen,2,3853.0,7706.0,2025-07-12,Net Banking,Delivered,Pune
ORD00408,CUST0131,Handbag,Fashion,4,307.0,1228.0,2025-06-10,Cash on Delivery,Delivered,Nagpur
ORD00409,CUST0086,Dumbbells,Sports,1,952.0,952.0,2025-07-07,Cash on Delivery,Delivered,Aurangabad
ORD00410,CUST0026,Football,Sports,3,4123.0,12369.0,2025-04-25,Debit Card,Delivered,Delhi
ORD00411,CUST0011,Shampoo,Beauty,3,1952.0,5856.0,2025-02-11,Credit Card,Delivered,Latur
ORD00412,CUST0263,Face Wash,Beauty,2,477.0,954.0,2025-02-21,Debit Card,Processing,Nagpur
ORD00413,CUST0088,Power Bank,Electronics,2,2393.0,4786.0,2025-11-05,UPI,Cancelled,Latur
ORD00414,CUST0215,Power Bank,Electronics,4,1598.0,6392.0,2025-12-14,Net Banking,Delivered,Delhi
ORD00415,CUST0208,T-Shirt,Fashion,5,3212.0,16060.0,2025-09-30,Cash on Delivery,Delivered,Bengaluru
ORD00416,CUST0087,Bluetooth Speaker,Electronics,2,1006.0,2012.0,2025-11-16,UPI,Cancelled,Latur
ORD00417,CUST0230,Smart Watch,Electronics,1,1692.0,1692.0,2025-11-02,Debit Card,Delivered,Pune
ORD00418,CUST0260,Perfume,Beauty,4,793.0,3172.0,2025-08-06,UPI,Delivered,Mumbai
ORD00419,CUST0299,USB Cable,Electronics,3,4336.0,13008.0,2025-05-03,Debit Card,Delivered,Delhi
ORD00420,CUST0017,Jacket,Fashion,4,2875.0,11500.0,2025-09-17,Credit Card,Delivered,Delhi
ORD00421,CUST0257,Shampoo,Beauty,2,842.0,1684.0,2025-09-10,Credit Card,Cancelled,Chennai
ORD00422,CUST0012,Dumbbells,Sports,3,2380.0,7140.0,2025-08-17,Debit Card,Delivered,Latur
ORD00423,CUST0274,Dumbbells,Sports,5,4256.0,21280.0,2025-06-21,Debit Card,Delivered,Mumbai
ORD00424,CUST0093,Perfume,Beauty,2,1040.0,2080.0,2025-04-08,Credit Card,Shipped,Latur
ORD00425,CUST0224,T-Shirt,Fashion,1,1890.0,1890.0,2025-06-16,Cash on Delivery,Delivered,Pune
ORD00426,CUST0251,Smart Watch,Electronics,5,4233.0,21165.0,2025-11-26,Credit Card,Delivered,Nashik
ORD00427,CUST0077,Mixer Grinder,Home & Kitchen,4,284.0,1136.0,2025-10-21,Net Banking,Delivered,Bengaluru
ORD00428,CUST0195,Jacket,Fashion,4,896.0,3584.0,2025-11-29,UPI,Delivered,Aurangabad
ORD00429,CUST0110,Smart Watch,Electronics,1,2313.0,2313.0,2025-07-27,UPI,Delivered,Delhi
ORD00430,CUST0171,Power Bank,Electronics,2,2017.0,4034.0,2025-10-06,Net Banking,Cancelled,Mumbai
ORD00431,CUST0160,Football,Sports,4,1379.0,5516.0,2025-06-04,UPI,Delivered,Nagpur
ORD00432,CUST0280,Face Wash,Beauty,4,2181.0,8724.0,2025-01-06,Net Banking,Delivered,Unknown
ORD00433,CUST0114,Moisturizer,Beauty,2,324.0,648.0,2025-03-17,UPI,Delivered,Nashik
ORD00434,CUST0193,Storage Box,Home & Kitchen,2,4719.0,9438.0,2025-08-21,Debit Card,Shipped,Latur
ORD00435,CUST0180,Mixer Grinder,Home & Kitchen,4,2229.0,8916.0,2025-01-28,Net Banking,Delivered,Aurangabad
ORD00436,CUST0150,Sneakers,Fashion,2,1806.0,3612.0,2025-05-06,Cash on Delivery,Delivered,Bengaluru
ORD00437,CUST0158,Perfume,Beauty,2,2262.0,4524.0,2025-03-05,Net Banking,Delivered,Hyderabad
ORD00438,CUST0168,USB Cable,Electronics,1,7258.0,7258.0,2025-03-29,Debit Card,Delivered,Mumbai
ORD00439,CUST0077,Shampoo,Beauty,3,445.0,1335.0,2025-10-28,UPI,Delivered,Aurangabad
ORD00440,CUST0134,Dumbbells,Sports,1,4453.0,4453.0,2025-10-24,Debit Card,Delivered,Latur
ORD00441,CUST0019,Football,Sports,2,1548.0,3096.0,2025-06-01,Credit Card,Delivered,Nagpur
ORD00442,CUST0226,Running Shoes,Sports,3,3497.0,10491.0,2025-12-11,Net Banking,Shipped,Nashik
ORD00443,CUST0236,Bluetooth Speaker,Electronics,1,2164.0,2164.0,2025-12-02,Credit Card,Delivered,Latur
ORD00444,CUST0030,Cricket Bat,Sports,1,1301.0,1301.0,2025-01-10,UPI,Delivered,Bengaluru
ORD00445,CUST0109,Perfume,Beauty,1,340.0,340.0,2025-01-09,UPI,Delivered,Pune
ORD00446,CUST0258,Cookware Set,Home & Kitchen,4,3582.0,14328.0,2025-04-21,Net Banking,Processing,Chennai
ORD00447,CUST0009,Cricket Bat,Sports,5,4586.0,22930.0,2025-09-13,Net Banking,Delivered,Aurangabad
ORD00448,CUST0199,Cricket Bat,Sports,5,4387.0,21935.0,2025-03-14,Credit Card,Delivered,Hyderabad
ORD00449,CUST0236,Running Shoes,Sports,2,1098.0,2196.0,2025-10-03,UPI,Delivered,Delhi
ORD00450,CUST0192,Cricket Bat,Sports,4,3233.0,12932.0,2025-12-06,Net Banking,Delivered,Nashik
ORD00451,CUST0111,Power Bank,Electronics,1,2015.0,2015.0,2025-05-24,Debit Card,Delivered,Nagpur
ORD00452,CUST0006,Mixer Grinder,Home & Kitchen,1,1222.0,1222.0,2025-02-05,Credit Card,Cancelled,Delhi
ORD00453,CUST0078,Bluetooth Speaker,Electronics,2,3954.0,7908.0,2025-07-08,Debit Card,Cancelled,Aurangabad
ORD00454,CUST0191,Bedsheet,Home & Kitchen,4,5696.0,22784.0,2025-06-06,Cash on Delivery,Delivered,Nashik
ORD00455,CUST0123,Football,Sports,1,3458.0,3458.0,2025-02-10,Debit Card,Delivered,Pune
ORD00456,CUST0224,Jacket,Fashion,5,2022.0,10110.0,2025-02-17,Debit Card,Delivered,Nashik
ORD00457,CUST0050,Perfume,Beauty,5,1197.0,5985.0,2025-05-31,Credit Card,Delivered,Latur
ORD00458,CUST0189,Mixer Grinder,Home & Kitchen,4,5047.0,20188.0,2025-12-18,Cash on Delivery,Delivered,Pune
ORD00459,CUST0253,Jacket,Fashion,1,1405.0,1405.0,2025-07-11,UPI,Delivered,Bengaluru
ORD00460,CUST0022,Mixer Grinder,Home & Kitchen,1,3889.0,3889.0,2025-09-02,Debit Card,Processing,Mumbai
ORD00461,CUST0081,T-Shirt,Fashion,3,1147.0,3441.0,2025-12-16,UPI,Delivered,Nagpur
ORD00462,CUST0100,Cookware Set,Home & Kitchen,5,1699.0,8495.0,2025-12-29,Credit Card,Delivered,Latur
ORD00463,CUST0132,Cookware Set,Home & Kitchen,2,5240.0,10480.0,2025-08-04,Cash on Delivery,Delivered,Pune
ORD00464,CUST0113,Moisturizer,Beauty,1,1637.0,1637.0,2025-02-25,Net Banking,Delivered,Latur
ORD00465,CUST0286,Yoga Mat,Sports,5,1218.0,6090.0,2025-07-01,Credit Card,Delivered,Nagpur
ORD00466,CUST0285,Mixer Grinder,Home & Kitchen,2,4815.0,9630.0,2025-02-21,Net Banking,Delivered,Delhi
