Order ID,Customer ID,Product Name,Category,Quantity,Unit Price,Total Amount,Order Date,Payment Mode,Delivery Status,City
ORD00251,CUST0022,Jacket,Fashion,4,459,1836,2025-12-01,Cash on Delivery,Delivered,Hyderabad
ORD00252,CUST0154,Jacket,Fashion,2,653,1306,2025-12-15,Credit Card,Delivered,Latur
ORD00253,CUST0121,Smart Watch,Electronics,1,2937,2937,2025-05-19,UPI,Delivered,Delhi
ORD00254,CUST0198,Mixer Grinder,Home & Kitchen,4,1068,4272,2025-06-26,Cash on Delivery,Delivered,Pune
ORD00255,CUST0235,Jeans,Fashion,5,2310,11550,2025-08-01,Net Banking,Delivered,Bengaluru
ORD00256,CUST0211,Shampoo,Beauty,1,1779,1779,2025-12-06,Cash on Delivery,Cancelled,Pune
ORD00257,CUST0210,Dumbbells,Sports,1,1191,1191,2025-01-13,Net Banking,Shipped,Mumbai
ORD00258,CUST0173,Wireless Headphones,Electronics,3,4393,13179,2025-04-19,Net Banking,Delivered,Bengaluru
ORD00259,CUST0021,Moisturizer,Beauty,3,689,2067,2025-03-06,Cash on Delivery,Delivered,Delhi
ORD00260,CUST0102,Smart Watch,Electronics,5,5663,28315,2025-06-14,Credit Card,Delivered,Nagpur
ORD00261,CUST0024,Sneakers,Fashion,1,0,2458,2025-07-01,Net Banking,Delivered,
ORD00262,CUST0283,Jacket,Fashion,2,418,836,2025-07-05,Net Banking,Delivered,Delhi
ORD00263,CUST0135,Handbag,Fashion,5,332,1660,2025-02-12,Cash on Delivery,Processing,Delhi
ORD00264,CUST0195,Cookware Set,Home & Kitchen,1,3366,3366,2025-04-14,Net Banking,Delivered,Mumbai
ORD00265,CUST0133,Jacket,Fashion,5,1447,7235,2025-04-29,Cash on Delivery,Delivered,Latur
ORD00266,CUST0068,Wireless Headphones,Electronics,3,5709,17127,2025-06-30,Cash on Delivery,Delivered,Pune
ORD00267,CUST0241,Power Bank,Electronics,4,2092,8368,2025-10-09,Credit Card,Delivered,Nagpur
ORD00268,CUST0122,Bluetooth Speaker,Electronics,1,3493,3493,2025-03-02,Net Banking,Cancelled,Latur
ORD00269,CUST0235,Jeans,Fashion,5,2057,10285,2025-01-08,Cash on Delivery,Processing,Mumbai
ORD00270,CUST0184,Water Bottle,Home & Kitchen,4,4925,19700,2025-02-17,Debit Card,Cancelled,Delhi
ORD00271,CUST0260,Shampoo,Beauty,5,1035,5175,2025-06-03,Cash on Delivery,Shipped,Mumbai
ORD00272,CUST0008,Bluetooth Speaker,Electronics,3,744,2232,2025-05-21,Cash on Delivery,Delivered,Pune
ORD00273,CUST0036,Cookware Set,Home & Kitchen,3,335,1005,2025-03-15,Net Banking,Delivered,Chennai
ORD00274,CUST0155,Storage Box,Home & Kitchen,2,2619,5238,2025-04-11,UPI,Delivered,Chennai
ORD00275,CUST0241,Face Wash,Beauty,3,750,2250,2025-11-23,Debit Card,Delivered,Aurangabad
ORD00276,CUST0181,Bedsheet,Home & Kitchen,1,4619,4619,2025-12-15,Debit Card,Delivered,Pune
ORD00277,CUST0041,T-Shirt,Fashion,2,2200,4400,2025-07-22,UPI,Delivered,Pune
ORD00278,CUST0099,Smart Watch,Electronics,5,2460,12300,2025-05-29,Cash on Delivery,Shipped,Nashik
ORD00279,CUST0084,Dumbbells,Sports,2,3138,6276,2025-12-28,Credit Card,Delivered,Bengaluru
ORD00280,CUST0283,Bluetooth Speaker,Electronics,4,4065,16260,2025-10-07,Net Banking,Shipped,Bengaluru
ORD00281,CUST0254,Jacket,Fashion,3,2780,8340,2025-03-10,Net Banking,Shipped,Delhi
ORD00282,CUST0085,Yoga Mat,Sports,4,3027,12108,2025-04-13,Net Banking,Delivered,Nashik
ORD00283,CUST0030,Lipstick,Beauty,4,2138,8552,2025-11-10,Net Banking,Delivered,Nashik
ORD00284,CUST0241,Bluetooth Speaker,Electronics,4,4122,16488,2025-05-29,Debit Card,Delivered,Chennai
ORD00285,CUST0214,Sneakers,Fashion,2,553,1106,2025-01-10,UPI,Delivered,Nagpur
ORD00286,CUST0292,Bluetooth Speaker,Electronics,5,3416,17080,2025-02-20,UPI,Processing,Bengaluru
ORD00287,CUST0081,Sneakers,Fashion,1,706,706,2025-05-06,Credit Card,Shipped,Delhi
ORD00288,CUST0109,Dumbbells,Sports,4,1399,5596,2025-06-24,UPI,Delivered,Chennai
ORD00289,CUST0289,Lipstick,Beauty,2,2057,4114,2025-03-19,Credit Card,Delivered,Nagpur
ORD00290,CUST0283,Storage Box,Home & Kitchen,3,1242,3726,2025-07-12,Net Banking,Cancelled,Nashik
ORD00291,CUST0002,Water Bottle,Home & Kitchen,3,3981,11943,2025-05-31,Debit Card,Delivered,Bengaluru
ORD00292,CUST0126,Mixer Grinder,Home & Kitchen,3,4845,14535,2025-01-12,Net Banking,Delivered,Pune
ORD00293,CUST0214,USB Cable,Electronics,1,6543,6543,2025-01-19,Net Banking,Delivered,Hyderabad
ORD00294,CUST0248,,Beauty,5,1699,8495,2025-05-08,Cash on Delivery,Delivered,Mumbai
ORD00295,CUST0006,T-Shirt,Fashion,1,2565,2565,2025-01-17,Credit Card,Delivered,Delhi
ORD00296,CUST0266,Cricket Bat,Sports,2,3575,7150,2025-03-12,Credit Card,Delivered,Mumbai
ORD00297,CUST0108,Moisturizer,Beauty,2,1668,3336,2025-05-28,Debit Card,Delivered,Mumbai
ORD00298,CUST0048,Cricket Bat,Sports,3,4876,14628,2025-12-18,UPI,Delivered,Mumbai
ORD00299,CUST0248,Dumbbells,Sports,1,3294,3294,2025-02-17,Cash on Delivery,Delivered,Delhi
ORD00300,CUST0164,Dumbbells,Sports,1,1116,1116,2025-05-17,Debit Card,Cancelled,Nagpur
ORD00301,CUST0283,USB Cable,Electronics,2,7571,15142,2025-11-26,Credit Card,Delivered,Aurangabad
ORD00302,CUST0043,Power Bank,Electronics,4,4176,16704,2025-09-30,UPI,Delivered,Mumbai
ORD00303,CUST0299,Perfume,Beauty,1,1653,1653,2025-03-10,Credit Card,Delivered,Mumbai
ORD00304,CUST0038,Mixer Grinder,Home & Kitchen,1,4683,4683,2025-05-18,Debit Card,Delivered,Bengaluru
ORD00305,CUST0073,Mixer Grinder,Home & Kitchen,1,852,852,2025-07-28,Net Banking,Delivered,Delhi
ORD00306,CUST0187,Power Bank,Electronics,4,3412,13648,2025-02-25,Net Banking,Delivered,Chennai
ORD00307,CUST0018,Bedsheet,Home & Kitchen,4,929,3716,2025-04-02,Credit Card,Delivered,Chennai
ORD00308,CUST0207,USB Cable,Electronics,4,7881,31524,2025-11-20,UPI,Shipped,Latur
ORD00309,CUST0202,T-Shirt,Fashion,1,3409,3409,2025-05-13,Cash on Delivery,Delivered,Hyderabad
ORD00310,CUST0283,Storage Box,Home & Kitchen,4,4414,17656,2025-05-20,Credit Card,Delivered,Aurangabad
ORD00311,CUST0036,Cricket Bat,Sports,4,2891,11564,2025-02-24,Credit Card,Delivered,Chennai
ORD00312,CUST0150,Wireless Headphones,Electronics,5,7472,37360,2025-02-08,UPI,Processing,Chennai
ORD00313,CUST0087,Power Bank,Electronics,3,7057,21171,2025-06-14,Net Banking,Shipped,Nagpur
ORD00314,CUST0126,Yoga Mat,Sports,5,4684,23420,2025-07-28,Debit Card,Shipped,Nashik
ORD00315,CUST0206,Jeans,Fashion,4,3279,13116,2025-01-11,Debit Card,Delivered,Bengaluru
ORD00316,CUST0175,Storage Box,Home & Kitchen,1,3802,3802,2025-11-26,Credit Card,Delivered,Mumbai
ORD00317,CUST0205,Sneakers,Fashion,5,2220,11100,2025-08-27,UPI,Delivered,Hyderabad
ORD00318,CUST0193,T-Shirt,Fashion,5,604,3020,2025-04-13,UPI,Delivered,Delhi
ORD00319,CUST0144,Storage Box,Home & Kitchen,3,3950,11850,2025-10-09,UPI,Shipped,Delhi
ORD00320,CUST0233,USB Cable,Electronics,1,2121,2121,2025-04-28,Net Banking,Delivered,Mumbai
ORD00321,CUST0048,USB Cable,Electronics,3,4734,14202,2025-05-26,Credit Card,Delivered,Latur
ORD00322,CUST0045,Face Wash,Beauty,4,834,3336,2025-11-18,Cash on Delivery,Cancelled,Chennai
ORD00323,CUST0062,Football,Sports,3,4435,13305,2025-02-28,Cash on Delivery,Delivered,Nagpur
ORD00324,CUST0207,Mixer Grinder,Home & Kitchen,3,1335,4005,2025-05-04,UPI,Delivered,Delhi
ORD00325,CUST0211,Jeans,Fashion,5,2153,10765,2025-07-28,Cash on Delivery,Shipped,Hyderabad
ORD00326,CUST0064,Face Wash,Beauty,4,1140,4560,2025-10-04,Credit Card,Processing,Aurangabad
ORD00327,CUST0222,Cricket Bat,Sports,4,1254,5016,2025-04-04,Cash on Delivery,Shipped,Pune
ORD00328,CUST0294,Jeans,Fashion,2,670,1340,2025-03-03,UPI,Delivered,Latur
ORD00329,CUST0074,Storage Box,Home & Kitchen,1,4501,4501,2025-10-05,Net Banking,Shipped,Nagpur
ORD00330,CUST0063,Moisturizer,Beauty,5,541,2705,2025-06-14,Net Banking,Processing,Nashik
ORD00331,CUST0232,Dumbbells,Sports,2,665,1330,2025-07-06,Net Banking,Delivered,Latur
ORD00332,CUST0276,Jeans,Fashion,3,1192,3576,2025-01-27,Cash on Delivery,Delivered,Chennai
ORD00333,CUST0187,Storage Box,Home & Kitchen,3,3976,11928,2025-10-18,Net Banking,Shipped,Aurangabad
ORD00334,CUST0208,Mixer Grinder,Home & Kitchen,1,4089,4089,2025-01-03,Net Banking,Processing,Chennai
ORD00335,CUST0061,Cookware Set,Home & Kitchen,4,4728,18912,2025-03-15,Debit Card,Delivered,Nashik
ORD00336,CUST0246,Mixer Grinder,Home & Kitchen,4,5246,20984,2025-02-19,UPI,Delivered,Latur
ORD00337,CUST0133,Bluetooth Speaker,Electronics,3,6832,20496,2025-10-04,UPI,Delivered,Delhi
ORD00338,CUST0242,Smart Watch,Electronics,3,5428,16284,2025-08-02,UPI,Shipped,Mumbai
ORD00339,CUST0020,Moisturizer,Beauty,1,356,356,2025-04-28,Debit Card,Delivered,Chennai
ORD00340,CUST0075,Running Shoes,Sports,2,4175,8350,2025-01-26,Cash on Delivery,Delivered,Latur
ORD00341,CUST0235,Perfume,Beauty,2,777,1554,2025-11-14,Net Banking,Cancelled,Bengaluru
ORD00342,CUST0223,Storage Box,Home & Kitchen,1,2509,2509,2025-08-27,UPI,Delivered,Aurangabad
ORD00343,CUST0098,Lipstick,Beauty,5,1074,5370,2025-01-11,Credit Card,Delivered,Chennai
ORD00344,CUST0126,Sneakers,Fashion,4,3075,12300,2025-10-20,UPI,Cancelled,Bengaluru
ORD00345,CUST0049,Shampoo,Beauty,5,799,3995,2025-01-28,Cash on Delivery,Delivered,Nagpur
ORD00346,CUST0130,Cricket Bat,Sports,4,4266,17064,2025-10-05,Debit Card,Delivered,Aurangabad
ORD00347,CUST0247,Sneakers,Fashion,4,2151,8604,2025-03-06,Credit Card,Shipped,Chennai
ORD00348,CUST0271,Cricket Bat,Sports,1,3742,3742,2025-04-16,Net Banking,Cancelled,Delhi
ORD00349,CUST0038,Moisturizer,Beauty,3,1893,5679,2025-11-28,Debit Card,Delivered,Delhi
ORD00350,CUST0229,Mixer Grinder,Home & Kitchen,4,3127,12508,2025-12-03,Debit Card,Shipped,Chennai
ORD00351,CUST0222,Lipstick,Beauty,1,1595,1595,2025-02-22,Debit Card,Delivered,Latur
ORD00352,CUST0177,Handbag,Fashion,1,1529,1529,2025-03-17,Debit Card,Processing,Aurangabad
ORD00353,CUST0045,Face Wash,Beauty,1,1769,1769,2025-01-13,Credit Card,Shipped,Nagpur
ORD00354,CUST0058,Perfume,Beauty,1,1060,1060,2025-09-30,Credit Card,Cancelled,Hyderabad
ORD00355,CUST0002,Mixer Grinder,Home & Kitchen,3,405,1215,2025-09-29,Credit Card,Delivered,Hyderabad
ORD00356,CUST0116,Cricket Bat,Sports,5,1947,9735,2025-02-24,UPI,Delivered,Aurangabad
ORD00357,CUST0227,Face Wash,Beauty,1,1540,1540,2025-02-13,Debit Card,Delivered,Delhi
ORD00358,CUST0268,Face Wash,Beauty,5,221,1105,2025-07-09,UPI,Delivered,Chennai
ORD00359,CUST0056,Bedsheet,Home & Kitchen,3,1754,5262,2025-12-07,Credit Card,Delivered,Nashik
ORD00360,CUST0156,Wireless Headphones,Electronics,3,5990,17970,2025-04-14,Debit Card,Delivered,Nashik
ORD00361,CUST0288,Moisturizer,Beauty,5,2255,11275,2025-02-27,UPI,Delivered,Hyderabad
ORD00362,CUST0296,Shampoo,Beauty,2,1046,2092,2025-07-29,UPI,Processing,Bengaluru
ORD00363,CUST0237,Jacket,Fashion,4,436,1744,2025-05-22,UPI,Processing,Nashik
ORD00364,CUST0283,Jeans,Fashion,1,1215,1215,2025-07-14,UPI,Delivered,Delhi
ORD00365,CUST0087,Dumbbells,Sports,2,4535,9070,2025-05-12,UPI,Delivered,Mumbai
ORD00366,CUST0253,Mixer Grinder,Home & Kitchen,5,5802,29010,2025-10-21,Credit Card,Delivered,Nagpur
ORD00367,CUST0018,USB Cable,Electronics,1,3437,3437,2025-04-01,Net Banking,Shipped,Latur
ORD00368,CUST0005,Mixer Grinder,Home & Kitchen,2,4033,8066,2025-07-11,Credit Card,Delivered,Hyderabad
ORD00369,CUST0030,Football,Sports,5,659,3295,2025-07-07,Debit Card,Delivered,Hyderabad
ORD00370,CUST0103,Handbag,Fashion,3,2282,6846,2025-04-04,Credit Card,Delivered,Mumbai
ORD00371,CUST0249,Face Wash,Beauty,4,701,2804,2025-04-21,Credit Card,Delivered,Aurangabad
ORD00372,CUST0141,Bluetooth Speaker,Electronics,5,5827,29135,2025-03-31,UPI,Shipped,Latur
ORD00373,CUST0060,Storage Box,Home & Kitchen,5,2712,13560,2025-06-12,Net Banking,Processing,Pune
ORD00374,CUST0242,Smart Watch,Electronics,2,3576,7152,2025-02-28,Credit Card,Delivered,Delhi
ORD00375,CUST0163,Dumbbells,Sports,3,2239,6717,2025-04-10,Credit Card,Shipped,Bengaluru
ORD00376,CUST0164,Running Shoes,Sports,1,2702,2702,2025-10-15,Net Banking,Delivered,Aurangabad
ORD00377,CUST0237,Shampoo,Beauty,4,578,2312,2025-12-18,Credit Card,Delivered,Latur
ORD00378,CUST0125,Cookware Set,Home & Kitchen,5,3825,19125,2025-04-13,UPI,Delivered,Chennai
ORD00379,CUST0122,Jeans,Fashion,5,722,3610,2025-12-16,Net Banking,Delivered,Nagpur
ORD00380,CUST0212,Cricket Bat,Sports,2,2064,4128,2025-07-21,Debit Card,Delivered,Chennai
ORD00381,CUST0214,Bedsheet,Home & Kitchen,1,5304,5304,2025-10-24,Debit Card,Cancelled,Nagpur
ORD00382,CUST0225,Storage Box,Home & Kitchen,3,5762,17286,2025-09-27,Credit Card,Delivered,Delhi
ORD00383,CUST0237,Smart Watch,Electronics,3,624,1872,2025-10-08,UPI,Shipped,Chennai
ORD00384,CUST0266,Smart Watch,Electronics,1,1548,1548,2025-08-14,Debit Card,Delivered,Aurangabad
ORD00385,CUST0272,Running Shoes,Sports,1,1277,1277,2025-02-23,UPI,Delivered,Nashik
ORD00386,CUST0298,Football,Sports,2,4886,9772,2025-08-27,Cash on Delivery,Delivered,Nagpur
ORD00387,CUST0012,Jeans,Fashion,3,890,2670,2025-03-04,Net Banking,Shipped,Pune
ORD00388,CUST0118,Yoga Mat,Sports,4,3151,12604,2025-10-11,Net Banking,Delivered,Aurangabad
ORD00389,CUST0275,Handbag,Fashion,4,1704,6816,2025-08-16,Net Banking,Delivered,Aurangabad
ORD00390,CUST0272,Water Bottle,Home & Kitchen,5,5183,25915,2025-08-12,Credit Card,Delivered,Nagpur
ORD00391,CUST0231,Football,Sports,2,2881,5762,2025-06-29,Debit Card,Delivered,Latur
ORD00392,CUST0126,Face Wash,Beauty,4,2023,8092,2025-12-09,Debit Card,Delivered,Chennai
ORD00393,CUST0147,Perfume,Beauty,4,1780,7120,2025-03-09,Credit Card,Shipped,Nashik
ORD00394,CUST0187,USB Cable,Electronics,5,2962,14810,2025-11-18,Cash on Delivery,Delivered,Mumbai
ORD00395,CUST0004,Face Wash,Beauty,5,1056,5280,2025-12-07,Credit Card,Delivered,Pune
ORD00396,CUST0296,Bluetooth Speaker,Electronics,4,7635,30540,2025-01-19,Credit Card,Delivered,Nashik
ORD00397,CUST0166,Shampoo,Beauty,2,805,1610,2025-03-25,Cash on Delivery,Shipped,Chennai
ORD00398,CUST0246,Moisturizer,Beauty,1,1547,1547,2025-10-30,Net Banking,Delivered,Nagpur
ORD00399,CUST0012,Sneakers,Fashion,3,635,1905,2025-11-18,UPI,Delivered,Delhi
ORD00400,CUST0164,T-Shirt,Fashion,2,1087,2174,2025-05-04,Debit Card,Delivered,Delhi
ORD00401,CUST0146,Handbag,Fashion,4,2472,9888,2025-04-20,Credit Card,Processing,Latur
ORD00402,CUST0096,Perfume,Beauty,4,1529,6116,2025-08-05,UPI,Shipped,Nagpur
ORD00403,CUST0198,Sneakers,Fashion,5,1723,8615,2025-07-25,Cash on Delivery,Delivered,Hyderabad
ORD00404,CUST0104,Dumbbells,Sports,1,2456,2456,2025-10-10,Debit Card,Delivered,Pune
ORD00405,CUST0251,Football,Sports,1,4354,4354,2025-10-15,Cash on Delivery,Delivered,Delhi
ORD00406,CUST0212,Yoga Mat,Sports,2,1570,3140,2025-05-09,Cash on Delivery,Delivered,Hyderabad
ORD00407,CUST0058,Storage Box,Home & Kitchen,2,3853,7706,2025-07-12,Net Banking,Delivered,Pune
ORD00408,CUST0131,Handbag,Fashion,4,307,1228,2025-06-10,Cash on Delivery,Delivered,Nagpur
ORD00409,CUST0086,Dumbbells,Sports,1,952,952,2025-07-07,Cash on Delivery,Delivered,Aurangabad
ORD00410,CUST0026,Football,Sports,3,4123,12369,2025-04-25,Debit Card,Delivered,Delhi
ORD00411,CUST0011,Shampoo,Beauty,3,1952,5856,2025-02-11,Credit Card,Delivered,Latur
ORD00412,CUST0263,Face Wash,Beauty,2,477,954,2025-02-21,Debit Card,Processing,Nagpur
ORD00413,CUST0088,Power Bank,Electronics,2,2393,4786,2025-11-05,UPI,Cancelled,Latur
ORD00414,CUST0215,Power Bank,Electronics,4,1598,6392,2025-12-14,Net Banking,Delivered,Delhi
ORD00415,CUST0208,T-Shirt,Fashion,5,3212,16060,2025-09-30,Cash on Delivery,Delivered,Bengaluru
ORD00416,CUST0087,Bluetooth Speaker,Electronics,2,1006,2012,2025-11-16,UPI,Cancelled,Latur
ORD00417,CUST0230,Smart Watch,Electronics,1,1692,1692,2025-11-02,Debit Card,Delivered,Pune
ORD00418,CUST0260,Perfume,Beauty,4,793,3172,2025-08-06,UPI,Delivered,Mumbai
ORD00419,CUST0299,USB Cable,Electronics,3,4336,13008,2025-05-03,Debit Card,Delivered,Delhi
ORD00420,CUST0017,Jacket,Fashion,4,2875,11500,2025-09-17,Credit Card,Delivered,Delhi
ORD00421,CUST0257,Shampoo,Beauty,2,842,1684,2025-09-10,Credit Card,Cancelled,Chennai
ORD00422,CUST0012,Dumbbells,Sports,3,2380,7140,2025-08-17,Debit Card,Delivered,Latur
ORD00423,CUST0274,Dumbbells,Sports,5,4256,21280,2025-06-21,Debit Card,Delivered,Mumbai
ORD00424,CUST0093,Perfume,Beauty,2,1040,2080,2025-04-08,Credit Card,Shipped,Latur
ORD00425,CUST0224,T-Shirt,Fashion,1,1890,1890,2025-06-16,Cash on Delivery,Delivered,Pune
ORD00426,CUST0251,Smart Watch,Electronics,5,4233,21165,2025-11-26,Credit Card,Delivered,Nashik
ORD00427,CUST0077,Mixer Grinder,Home & Kitchen,4,284,1136,2025-10-21,Net Banking,Delivered,Bengaluru
ORD00428,CUST0195,Jacket,Fashion,4,896,3584,2025-11-29,UPI,Delivered,Aurangabad
ORD00429,CUST0110,Smart Watch,Electronics,1,2313,2313,2025-07-27,UPI,Delivered,Delhi
ORD00430,CUST0171,Power Bank,Electronics,2,2017,4034,2025-10-06,Net Banking,Cancelled,Mumbai
ORD00431,CUST0160,Football,Sports,4,1379,5516,2025-06-04,UPI,Delivered,Nagpur
ORD00432,CUST0280,Face Wash,Beauty,4,2181,8724,2025-01-06,Net Banking,Delivered,
ORD00433,CUST0114,Moisturizer,Beauty,2,324,648,2025-03-17,UPI,Delivered,Nashik
ORD00434,CUST0193,Storage Box,Home & Kitchen,2,4719,9438,2025-08-21,Debit Card,Shipped,Latur
ORD00435,CUST0180,Mixer Grinder,Home & Kitchen,4,2229,8916,2025-01-28,Net Banking,Delivered,Aurangabad
ORD00436,CUST0150,Sneakers,Fashion,2,1806,3612,2025-05-06,Cash on Delivery,Delivered,Bengaluru
ORD00437,CUST0158,Perfume,Beauty,2,2262,4524,2025-03-05,Net Banking,Delivered,Hyderabad
ORD00438,CUST0168,USB Cable,Electronics,1,7258,7258,2025-03-29,Debit Card,Delivered,Mumbai
ORD00439,CUST0077,Shampoo,Beauty,3,445,1335,2025-10-28,UPI,Delivered,Aurangabad
ORD00440,CUST0134,Dumbbells,Sports,1,4453,4453,2025-10-24,Debit Card,Delivered,Latur
ORD00441,CUST0019,Football,Sports,2,1548,3096,2025-06-01,Credit Card,Delivered,Nagpur
ORD00442,CUST0226,Running Shoes,Sports,3,3497,10491,2025-12-11,Net Banking,Shipped,Nashik
ORD00443,CUST0236,Bluetooth Speaker,Electronics,1,2164,2164,2025-12-02,Credit Card,Delivered,Latur
ORD00444,CUST0030,Cricket Bat,Sports,1,1301,1301,2025-01-10,UPI,Delivered,Bengaluru
ORD00445,CUST0109,Perfume,Beauty,1,340,340,2025-01-09,UPI,Delivered,Pune
ORD00446,CUST0258,Cookware Set,Home & Kitchen,4,3582,14328,2025-04-21,Net Banking,Processing,Chennai
ORD00447,CUST0009,Cricket Bat,Sports,5,4586,22930,2025-09-13,Net Banking,Delivered,Aurangabad
ORD00448,CUST0199,Cricket Bat,Sports,5,4387,21935,2025-03-14,Credit Card,Delivered,Hyderabad
ORD00449,CUST0236,Running Shoes,Sports,2,1098,2196,2025-10-03,UPI,Delivered,Delhi
ORD00450,CUST0192,Cricket Bat,Sports,4,3233,12932,2025-12-06,Net Banking,Delivered,Nashik
ORD00451,CUST0111,Power Bank,Electronics,1,2015,2015,2025-05-24,Debit Card,Delivered,Nagpur
ORD00452,CUST0006,Mixer Grinder,Home & Kitchen,1,1222,1222,2025-02-05,Credit Card,Cancelled,Delhi
ORD00453,CUST0078,Bluetooth Speaker,Electronics,2,3954,7908,2025-07-08,Debit Card,Cancelled,Aurangabad
ORD00454,CUST0191,Bedsheet,Home & Kitchen,4,5696,22784,2025-06-06,Cash on Delivery,Delivered,Nashik
ORD00455,CUST0123,Football,Sports,1,3458,3458,2025-02-10,Debit Card,Delivered,Pune
ORD00456,CUST0224,Jacket,Fashion,5,2022,10110,2025-02-17,Debit Card,Delivered,Nashik
ORD00457,CUST0050,Perfume,Beauty,5,1197,5985,2025-05-31,Credit Card,Delivered,Latur
ORD00458,CUST0189,Mixer Grinder,Home & Kitchen,4,5047,20188,2025-12-18,Cash on Delivery,Delivered,Pune
ORD00459,CUST0253,Jacket,Fashion,1,1405,1405,2025-07-11,UPI,Delivered,Bengaluru
ORD00460,CUST0022,Mixer Grinder,Home & Kitchen,1,3889,3889,2025-09-02,Debit Card,Processing,Mumbai
ORD00461,CUST0081,T-Shirt,Fashion,3,1147,3441,2025-12-16,UPI,Delivered,Nagpur
ORD00462,CUST0100,Cookware Set,Home & Kitchen,5,1699,8495,2025-12-29,Credit Card,Delivered,Latur
ORD00463,CUST0132,Cookware Set,Home & Kitchen,2,5240,10480,2025-08-04,Cash on Delivery,Delivered,Pune
ORD00464,CUST0113,Moisturizer,Beauty,1,1637,1637,2025-02-25,Net Banking,Delivered,Latur
ORD00465,CUST0286,Yoga Mat,Sports,5,1218,6090,2025-07-01,Credit Card,Delivered,Nagpur
ORD00466,CUST0285,Mixer Grinder,Home & Kitchen,2,4815,9630,2025-02-21,Net Banking,Delivered,Delhi
ORD00467,CUST0065,Water Bottle,Home & Kitchen,2,2829,5658,2025-11-24,UPI,Delivered,Hyderabad
ORD00468,CUST0042,Cookware Set,Home & Kitchen,4,5334,21336,2025-05-06,Credit Card,Shipped,Mumbai
ORD00469,CUST0114,T-Shirt,Fashion,1,1433,1433,2025-10-18,Net Banking,Delivered,Aurangabad
ORD00470,CUST0168,Running Shoes,Sports,1,360,360,2025-02-23,Credit Card,Delivered,Pune
ORD00471,CUST0078,Moisturizer,Beauty,3,2305,6915,2025-07-25,Debit Card,Delivered,Mumbai
ORD00472,CUST0058,Yoga Mat,Sports,5,737,3685,2025-08-27,Debit Card,Delivered,Pune
ORD00473,CUST0185,Handbag,Fashion,4,3141,12564,2025-08-07,Net Banking,Delivered,Hyderabad
ORD00474,CUST0071,T-Shirt,Fashion,5,2426,12130,2025-05-31,Debit Card,Shipped,Mumbai
ORD00475,CUST0010,Cookware Set,Home & Kitchen,1,1453,1453,2025-04-13,Credit Card,Delivered,Nagpur
ORD00476,CUST0041,Dumbbells,Sports,1,4451,4451,2025-07-27,Debit Card,Delivered,Mumbai
ORD00477,CUST0074,Jeans,Fashion,4,2360,9440,2025-07-22,UPI,Delivered,Aurangabad
ORD00478,CUST0137,USB Cable,Electronics,1,7300,7300,2025-12-18,Cash on Delivery,Processing,Aurangabad
ORD00479,CUST0274,Jeans,Fashion,3,3008,9024,2025-03-15,Credit Card,Delivered,Aurangabad
ORD00480,CUST0047,Cricket Bat,Sports,1,1034,1034,2025-05-12,Debit Card,Delivered,Aurangabad
ORD00481,CUST0181,Mixer Grinder,Home & Kitchen,4,1427,5708,2025-12-04,Debit Card,Delivered,Chennai
ORD00482,CUST0200,Cookware Set,Home & Kitchen,4,4017,16068,2025-06-03,Cash on Delivery,Shipped,Latur
ORD00483,CUST0157,Perfume,Beauty,1,293,293,2025-07-19,Cash on Delivery,Delivered,Nagpur
ORD00484,CUST0212,Bluetooth Speaker,Electronics,2,4685,9370,2025-10-28,Debit Card,Cancelled,Chennai
ORD00485,CUST0078,Mixer Grinder,Home & Kitchen,4,1413,5652,2025-09-26,Credit Card,Delivered,Aurangabad
ORD00486,CUST0046,Lipstick,Beauty,2,1553,3106,2025-07-06,Debit Card,Delivered,Bengaluru
ORD00487,CUST0278,Jacket,Fashion,3,1832,5496,2025-07-11,Credit Card,Delivered,Latur
ORD00488,CUST0143,Football,Sports,3,3440,10320,2025-01-11,Debit Card,Delivered,Hyderabad
ORD00489,CUST0106,Running Shoes,Sports,1,1472,1472,2025-09-24,Net Banking,Delivered,Hyderabad
ORD00490,CUST0223,Jacket,Fashion,4,845,3380,2025-05-25,Debit Card,Delivered,Hyderabad
ORD00491,CUST0197,Moisturizer,Beauty,5,363,1815,2025-12-04,Debit Card,Processing,Pune
ORD00492,CUST0228,Jeans,Fashion,5,3242,16210,2025-11-05,Credit Card,Shipped,Bengaluru
ORD00493,CUST0236,Perfume,Beauty,2,901,1802,2025-05-29,Credit Card,Delivered,Nagpur
ORD00494,CUST0145,Wireless Headphones,Electronics,2,6041,12082,2025-02-13,Debit Card,Shipped,Bengaluru
ORD00495,CUST0018,Mixer Grinder,Home & Kitchen,5,4174,20870,2025-10-16,Cash on Delivery,Delivered,Chennai
ORD00496,CUST0057,Mixer Grinder,Home & Kitchen,1,4115,4115,2025-08-14,Cash on Delivery,Delivered,Hyderabad
ORD00497,CUST0110,Yoga Mat,Sports,5,4174,20870,2025-09-03,Net Banking,Processing,Aurangabad
ORD00498,CUST0296,Jacket,Fashion,1,493,493,2025-01-13,UPI,Delivered,Nashik
ORD00499,CUST0280,Handbag,Fashion,3,1602,4806,2025-05-20,Credit Card,Delivered,Bengaluru
ORD00500,CUST0090,T-Shirt,Fashion,5,1737,8685,2025-09-16,Debit Card,Delivered,Mumbai
